"year","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1962,-0.0144221926635202,-0.0370290427658994,-0.0111923689602249,0.00105713385270858,-0.012917441860734,-0.00391133078312187,-0.0246740359435365,-0.00505583816991627,-0.0192963414732227,0.0133352568867541,-0.0231581934742436,-0.0107295720317483,-0.0233129164559068,-0.0186698670573785,-0.0175214333606061,-0.0112272751641342,-0.0138121142750562,-0.013434497502275,-0.0180835501208697,-0.0238568394047562,0.00328170381771023,-0.00884377407577435,-0.0210423430897481,-0.0096042230913277,-0.0213311447956253,-0.0283361219704022,-0.00827520217975269,-0.0052568583137125,-0.0258642102838665,-0.0339111676888096,0.000426153001315944,-0.0106766217079372,0.00938508865627348,0.00283762602051416,-0.00857929965523519,0.015087915023335,-0.0270580815057712,0.039201004984477,-0.0115125795166961,-0.0423067560359056,-0.0332069606422943,-0.0121490124800171,-0.00627973829354664,-0.0343164480085537,-0.0185815766221906,-0.0165078402148664,-0.0111243614100213,-0.0433209748174288,-0.0132577606549858,-0.0438018006238797,-0.037885961719603,-0.0157706529532105,-0.0221266542019333,-0.00846346328483617,-0.00489991419960247,-0.0147104662180992,-0.0121991039269548,-0.0313833179395583,-0.0263272080830842,-0.00527326186138752,-0.0431129797871181,-0.00760095801915983,-0.0143355902905207,0.00632113940592808,-0.0162218451840757,-0.0117885852661689,0.00202737216184269,0.0114292297947703,0.0126125696906571,-0.0229275031477519,-0.0299371365141244,-0.0387468385960697,-0.0230504983982864,0.00169325550533448,-0.0143538830495543,-0.00404671367956364,-0.0271131958006675,-0.0242278258708051,-0.0166596365240148,-0.005069945104099,-0.0311535187001787,-0.00419901920234898,-0.0324424957005679,0.0116145787799118,-0.0307806487171968,-0.0180108967253892,0.00301517761368148,-0.024990619897247,-0.0237306599816325,0.00850081520065825,-0.0482131344521078,-0.0231549343164554,-0.0240031924724283,-0.0256824567324613,-0.00436872639723143,-0.00903711918946508,-0.0273430674944969,-0.00689203387018898,-0.0322845787913564,-0.0239722246665666
1963,0.00574511018854187,0.0107033445384577,0.0188590975153469,-0.0073062212012197,-0.00290932231657842,-0.00770909770839525,0.0127294205219505,-0.0248545937180504,0.00752802681352459,0.0236599902109255,0.0269244297247793,0.0406776640491154,0.0112648093922177,0.0175992936586856,-0.0241015677557997,-0.0117515864345856,-0.0295625868517486,-0.0156343748133245,-0.00928460402691237,0.0247346435294125,0.00257714440045867,-0.015278511724212,0.00178017120817609,0.000608735164807256,-0.000170305025732063,0.00691631548490576,-0.00720262241071131,0.00394157291281724,0.0118376234574452,0.0329905088299564,0.00592079764913867,-0.00177246052810071,-0.0140443622232087,-0.00279804369509799,0.0074537218319385,-0.00116152914364275,0.0270943473503036,0.0335987021943995,0.00623013090421242,0.0111710182284256,-0.0398472955400483,0.0183333279556287,0.0345927498876739,-0.0013732601623831,0.0223217558945974,0.0195760571475698,7.78269653434203e-05,0.0153031710032166,0.0124115349018271,-0.0214266905162726,0.0275826256350594,-0.012234060031159,0.0140290592489996,0.0188479739378043,0.0466443216473787,0.0248566454803723,0.0244096923457759,0.0128646264337752,0.00726386127003009,-0.0126078243208718,0.0159015004417722,-0.00674252339179826,0.0109320456785278,0.0158366395808632,0.0304351840000878,0.00808237613380568,0.0142150819164871,0.0180242008814691,0.0192319657296381,0.0127787062663742,-0.012898486669702,0.0147758170795513,0.019753580697902,-0.00885871562977985,0.0392852741128667,0.0114277154058227,0.0161604827220873,0.0349159637785568,-0.000405819066245939,0.0371391644405172,-0.0189618792000318,0.0401554788743032,0.0160180421065899,0.0166300472517712,0.00355163078094105,0.00735572419857745,0.010238495251621,-0.0105821308976105,0.00187291496945385,0.0125974811464228,0.0250763343890908,-0.020549626378548,0.00151679972798246,-0.00843625347448507,0.037580271999286,0.0397801801352109,0.0193960465655297,0.0045535073932961,-0.0130257830088111,0.00480931637994825
1964,-0.21999340064922,-0.245334397222905,-0.248919847579012,-0.259775536614833,-0.206301473409676,-0.250871305910621,-0.235547188779298,-0.236139701967134,-0.236152042864524,-0.208040227327155,-0.240372551240042,-0.232054650753673,-0.228311477654823,-0.20992419485691,-0.27078265493834,-0.222217538655709,-0.246947668927156,-0.247108969238522,-0.235244331018897,-0.204611794407872,-0.238507313799744,-0.242700301916955,-0.268812183818178,-0.238022182526936,-0.248880087668771,-0.244605785198526,-0.21590530356809,-0.237179365836502,-0.232980803223678,-0.244691352772707,-0.24536852649766,-0.226345940162289,-0.22864732448345,-0.237500691053387,-0.22192919397125,-0.258651588584894,-0.217484151125231,-0.225643580528486,-0.229517676808132,-0.244153723797728,-0.23400024536917,-0.245521825507113,-0.252141748505591,-0.252016231290741,-0.243017753033706,-0.226894824940645,-0.219633614230558,-0.243600049994986,-0.240757347463917,-0.212752019401249,-0.219764853955459,-0.257275389372358,-0.239454168532009,-0.266482860580257,-0.236359170219589,-0.25297921245564,-0.250293564585222,-0.243530796217183,-0.255720147951325,-0.252784765587321,-0.24427379866748,-0.234098925302235,-0.239656024628823,-0.262884466088997,-0.21220803605586,-0.203030564533903,-0.228406884460821,-0.245590274545774,-0.235286705655504,-0.25322872615337,-0.255345126109036,-0.240405239901806,-0.248214094444856,-0.24907868511271,-0.251149792108699,-0.22546979991597,-0.233595706607207,-0.206599334172305,-0.257748139157472,-0.238034803920763,-0.23297407079249,-0.238938326303123,-0.242884313864637,-0.274304865907309,-0.254321527328501,-0.24290972745519,-0.262010641261032,-0.216769567504325,-0.219288615293172,-0.260800876216179,-0.230193380320006,-0.249395558477947,-0.25433188564707,-0.227017874771174,-0.266907330432348,-0.256604477155294,-0.228451824150243,-0.204774172145768,-0.235354970466293,-0.261391690097315
1965,-0.139440670100625,-0.184589840728106,-0.130763900901521,-0.168263440661545,-0.145364442402347,-0.128730863186446,-0.143474626527645,-0.197491299241782,-0.16108896563378,-0.144926721716212,-0.157848037328917,-0.124120428128672,-0.153420971682923,-0.153406341491341,-0.152707512590624,-0.169970899231802,-0.175975753247442,-0.154805973439736,-0.132707872983372,-0.149910179588581,-0.201527766106112,-0.156224238694424,-0.123017528103487,-0.141049223845804,-0.147079005572603,-0.14512189857839,-0.14740591789087,-0.135857976919923,-0.139234481241969,-0.149157154636666,-0.143304256578669,-0.0941381697945284,-0.130574704510077,-0.158321775350738,-0.127466200397208,-0.167657198061001,-0.132495564532983,-0.142084853534755,-0.128671704254703,-0.148971772055061,-0.181249914255137,-0.128294162316583,-0.181557217986452,-0.159042157581443,-0.130821120421367,-0.1760264383266,-0.138549163506847,-0.151197927991241,-0.146573456162113,-0.132271040485329,-0.16467226976659,-0.174098974435891,-0.16133403215018,-0.159481171713022,-0.156175036233793,-0.136974690488268,-0.171520286490773,-0.155571645651955,-0.139229750477653,-0.141378108410373,-0.157921028513003,-0.17379647003102,-0.150934645704467,-0.148293373160987,-0.165456705773429,-0.154316200300282,-0.14016983570565,-0.146044468702817,-0.198185334580558,-0.178872215693642,-0.160039173817904,-0.140416343521584,-0.164324024828887,-0.138922190952262,-0.171873205621804,-0.16473238681944,-0.152366751014307,-0.149887305828125,-0.177663336937229,-0.14463012946204,-0.155103786337594,-0.140853903148523,-0.16948134665193,-0.164212307715686,-0.14360074116083,-0.168404581545842,-0.14461131801246,-0.165755883835151,-0.164110316259916,-0.146444163336312,-0.152032321686426,-0.135930274759658,-0.142913692644402,-0.143473506187663,-0.166079169848062,-0.109557069889746,-0.161137319174659,-0.155041743599409,-0.1634584086608,-0.139012146840053
1966,-0.0590551850996101,-0.0968181709161267,-0.0880713350897265,-0.0827040909779767,-0.0886587641328226,-0.0986371298545373,-0.0525886269975327,-0.0605591807074186,-0.0759922902884947,-0.0873701704406628,-0.0861859543528727,-0.0612438720091808,-0.106539371358454,-0.118933106659647,-0.0808713518342268,-0.0715819863164419,-0.0764457999848692,-0.093878970326903,-0.0759183826217805,-0.0880381676458479,-0.0877508118458888,-0.0749056811972996,-0.0729914531683703,-0.0614543423753082,-0.0785121507639711,-0.070957807820739,-0.0879940762963265,-0.0916307620243832,-0.103459708856148,-0.079555082680793,-0.115029615076429,-0.102975768009333,-0.0994503345584086,-0.0936732627481319,-0.0644516715591095,-0.0474033889154901,-0.101954276335371,-0.0856217852977882,-0.074919388364632,-0.101671719722013,-0.0721969129469974,-0.0757238262722547,-0.103102622169207,-0.0672650617610099,-0.0930659682520654,-0.0712495471680553,-0.053977444034255,-0.114250699407973,-0.0717806468040545,-0.1072001525018,-0.0925928971320493,-0.0877031001255303,-0.119937012107043,-0.100807360700155,-0.0821596699088156,-0.0768517151597879,-0.0880724602205362,-0.074731627565254,-0.0783836066474821,-0.067988350104438,-0.0907213559718894,-0.112704567598888,-0.0910886213859446,-0.0728282036005655,-0.0911078088466454,-0.0954425233688703,-0.0990256213627891,-0.0598980156432791,-0.109367414549454,-0.0676597909432464,-0.0730206457294476,-0.0747367001930928,-0.0997048390320235,-0.101386740541059,-0.0964971329841508,-0.130488549475681,-0.0878998097408363,-0.104427843562431,-0.138628469300855,-0.0972886733642157,-0.0988132949270503,-0.0849488548533201,-0.0854452647102363,-0.0821064518757358,-0.0903828069528045,-0.10603982881212,-0.0812167903555896,-0.0808108901274601,-0.0444488578748474,-0.0822527596078014,-0.0607122349854753,-0.097766152977274,-0.0439390305946885,-0.0763224751990856,-0.0858166873750716,-0.0909247738235785,-0.104793981236831,-0.0938590030318151,-0.0990508907363481,-0.0786889601806262
1967,-0.0562318258694821,-0.0666858354607322,-0.082812824430672,0.00368969509063843,-0.0404103249831154,-0.0670761849221539,-0.0631234331153429,-0.0755246700393084,-0.0301149509278998,-0.0592595920732378,-0.0765256523018877,-0.0772708776695555,-0.07633908143884,-0.0536455381306902,-0.051035550132734,-0.0703366009576999,-0.0517923993458266,-0.068232245717019,-0.0522779957123162,-0.0589130868439408,-0.069423722229653,-0.059790579191887,-0.0848019649525994,-0.0410797624014637,-0.0529093361533187,-0.0682184057088297,-0.045458696758533,-0.0544589304484828,-0.0752197035933036,-0.0762538458106699,-0.052270342211013,-0.0773299754462865,-0.0498177777379779,-0.0864828269377555,-0.0791090687502281,-0.0487901286403245,-0.0586188298966969,-0.036468296468611,-0.0503670717178464,-0.0294255295886627,-0.0560627598065282,-0.0663601052323925,-0.0804252105331015,-0.0608061214791976,-0.0467039927345794,-0.0558838495013709,-0.0543760771046758,-0.055921789480054,-0.0607463481035232,-0.0604949298646642,-0.0713143325283087,-0.0562131280161899,-0.078777687592893,-0.0470105276647611,-0.0538687684421545,-0.0579443653120446,-0.0902135429592182,-0.0482509635685793,-0.0348495111536823,-0.0616956952207262,-0.0740360740608734,-0.0501421670082823,-0.0893947843244754,-0.0861415590667336,-0.059164399527562,-0.051704075013734,-0.0674592945869289,-0.0821030593870463,-0.0728737856355475,-0.0784190536911599,-0.0726825643961519,-0.0286833154310493,-0.0444382532160611,-0.0698566827042187,-0.0744595143286708,-0.074520474392761,-0.0882171148606073,-0.0589397237624835,-0.0392363123889692,-0.0483377083599819,-0.0981602192966543,-0.0679446411005894,-0.0662509892649687,-0.0569415174715548,-0.0615385485679689,-0.0571388831182452,-0.0806996604980127,-0.0627685624947435,-0.0516390534114118,-0.0948065014807384,-0.0912941320079578,-0.058150114028838,-0.0582614135811563,-0.0707835441499831,-0.0826416367028855,-0.0540726246533227,-0.0844437513024055,-0.0934077085789555,-0.0751118719894016,-0.0636606741440713
1968,-0.119317537742684,-0.137640370224146,-0.117384860025497,-0.101609957355171,-0.110199005937747,-0.118802363155031,-0.121179981156807,-0.160880330036669,-0.0951441763864957,-0.135868842537163,-0.12077030114436,-0.139817607596821,-0.130828588816862,-0.105506748826256,-0.108810135561868,-0.104326608929476,-0.086709482213388,-0.117496421390048,-0.112729108197056,-0.12650937363376,-0.123375006296109,-0.130807504953812,-0.114110285927425,-0.129120628834228,-0.142965743230688,-0.110366439836838,-0.115043045233883,-0.115776639706726,-0.12160597954154,-0.139926869466692,-0.100574841945764,-0.128604384152214,-0.0991467431598959,-0.117795295550426,-0.138637796957069,-0.128751539422514,-0.113228528150337,-0.150271984672968,-0.152722984567721,-0.12071399064375,-0.125274622486241,-0.110130850961043,-0.129403299380743,-0.0837767164933607,-0.0878516191224974,-0.101853100281442,-0.126315116877971,-0.13703119568278,-0.124981137313002,-0.130779862123237,-0.137540604010145,-0.136622217822154,-0.122935611493942,-0.123590997227767,-0.12979862013031,-0.12026425319494,-0.0905294885060806,-0.127657076202771,-0.149816215767954,-0.142787291556244,-0.101607352834423,-0.12325271271172,-0.11755992539639,-0.134695026847966,-0.14435277223102,-0.163489457084355,-0.132768101302301,-0.134449600725027,-0.121192085641996,-0.109398097547225,-0.108876163916841,-0.112643879549144,-0.122956267729425,-0.109125946587912,-0.126499794359922,-0.111218340409146,-0.122459660552659,-0.10616457491622,-0.0967830969179728,-0.148071841471596,-0.139669273718428,-0.113549887090264,-0.121407504263325,-0.116928560081323,-0.138554298552687,-0.0940545303951243,-0.127469349241553,-0.131181447838305,-0.0918094157576958,-0.11027248432626,-0.103647726948258,-0.0991462213969332,-0.106033861297683,-0.111878311322268,-0.115847936626529,-0.157408142471149,-0.114314803909622,-0.114061770752248,-0.134436571910045,-0.114992805782592
1969,0.0256416126724762,0.023992440462169,-0.0115066817192927,0.0212496600551359,0.0119792700046499,-0.0121983998232034,0.00412792618102218,-0.00374668015243701,0.0129580293626763,-0.00835692389125015,-0.0103965494460484,0.00131344192126042,0.0311148744948354,0.0134683434296374,0.0287625569200755,0.0434888506932168,0.011651702456656,0.0213563984379878,0.0257390453114461,0.0274349938308305,-0.00317705380738692,0.0150001855829781,0.00715041615745483,0.0302207868475337,-0.0158942861306161,0.0389415505727977,0.0272312431567307,-0.0162182728500734,0.00711446378103183,0.0241357796019285,0.0130169597113896,0.00236980080886197,0.0156592278998505,-0.0183843836282217,-0.0144312697527966,0.00472980858467729,0.0376853800378602,0.0122835210258067,-0.0287252099731833,-0.0179791646994363,0.0268649154407804,0.0200071398792517,0.0140540618724433,0.0147681149565375,0.00763594314105016,0.0233178881338042,0.0111795961221904,0.0274199646077454,-0.0326799056497529,0.00720097917424679,-0.00225678346666389,0.0242686752647097,0.00408101396135337,-0.0444946068240452,-0.00693914095816226,0.0113756939217264,-0.0035820259503491,0.0100785979671504,0.0169235766081745,0.0176616255050283,0.00057665083278971,0.00129185760009643,0.0136144251349468,-0.0258913233731129,-0.0355122026310182,0.00149863739512567,0.0279979206903055,0.0391436423791309,-0.0175416727178926,0.0188327403467495,-0.00382692404952759,0.0177384179061671,0.0102494975548405,0.0131565608139339,0.0119339028201166,0.000668637275689596,0.0258196565029541,0.0158614597584503,0.00287677962954588,0.0117014582785827,0.00563436966345819,0.0379400201368388,0.0358943191138841,0.0358257000792055,-0.0275843413962709,-0.0217366612525497,-0.00200907136735131,0.013279271395082,0.00696904760763248,0.0211380105783182,-0.0503838346467136,0.0369458544382154,0.00720985788005668,0.00782796570072604,0.0112854814103126,0.037884345524877,0.0163231794541415,-0.030986502584358,-0.00741807550072404,0.0343767576898483
1970,-0.057833675469116,-0.0212676244646037,-0.00609610825579621,-0.0376669544060693,-0.0182822605993718,-0.0387458313209278,-0.064563858592866,-0.0366004202118699,-0.0292240080581835,-0.0439801066367296,-0.0395743044123047,-0.0196746884633544,-0.0228270931904644,-0.0615335323392027,-0.044890791829678,-0.00410399579291198,-0.0374799646429343,-0.0607335813575754,-0.0376766016895428,-0.0362074279697242,-0.0443159768365807,-0.0284273500842012,-0.0384349457401916,-0.0417820787908362,-0.0477570977250964,-0.0435767589889689,-0.0561291257038511,-0.00987464039827126,-0.0493499833756016,-0.0303688870518875,-0.0325788815456662,-0.0460819128518456,-0.0308616961027364,-0.039670653948988,-0.0228997421584446,-0.0278413654867516,-0.0150752074647965,-0.0128130804624841,-0.0481041302217624,-0.0459414594102364,-0.0553383660328547,0.00711316880371836,-0.00453596852562847,-0.0516859586156878,-0.0199921933209548,0.0101130572109166,-0.03079090406306,-0.0689141666899163,-0.0285477254642458,-0.0351882244792405,-0.0104266275785596,0.00721523176543775,-0.0312035571702131,-0.0470317684590669,-0.0545415804715548,-0.0579375878360923,-0.041970969658301,-0.0594181108250621,-0.0505676216691575,-0.0381325080964363,-0.0278750962905626,-0.0395778712179821,-0.0608890985812473,-0.055736025341276,-0.0628255651075954,-0.0239311357823582,-0.0287182335887943,-0.0491316785115551,-0.0233605940616827,-0.0643522680963116,-0.0382399579655953,-0.0429111130321122,-0.0566771110726054,-0.036239971833186,0.00411551901372278,-0.069921888169281,0.00201143647977338,-0.0421330354036625,-0.0351342017677891,-0.0480873851621299,-0.0584020486386877,-0.0137961784163604,-0.0559085792627422,-0.0121100555151393,-0.0393279319132922,-0.0597238389527092,-0.0471088400245677,-0.0169923041270366,-0.0306295731129749,-0.0243915061043648,-0.0568287441775381,-0.0361578220702975,-0.010847499684616,-0.0313112858409988,-0.0300464018993141,-0.0532596450207033,-0.0242119693559739,-0.0459141614660856,-0.0572223206789863,-0.0471409744502203
1971,-0.156158885702041,-0.131316227988517,-0.154564847204069,-0.144219377132405,-0.170230355409271,-0.119317665418707,-0.119441854360363,-0.122393373927939,-0.169461834490813,-0.127628595198991,-0.135335762026436,-0.140174395228672,-0.13984522492939,-0.163057482536549,-0.177959302242604,-0.153977751820521,-0.178811974100431,-0.13233271103031,-0.146599043326448,-0.153586894843114,-0.163363148566346,-0.182222752213588,-0.15738435949359,-0.154233548528843,-0.172437302101578,-0.144526117003003,-0.136238458349459,-0.132956981621059,-0.161315328449136,-0.155993188248788,-0.112751115831671,-0.144758119193542,-0.157651476016895,-0.16277243176886,-0.157937222049806,-0.140051970946744,-0.146292170493257,-0.152385158304533,-0.141398285957259,-0.159416633860653,-0.162444048089608,-0.124363768125269,-0.178887828155665,-0.149372421854833,-0.148017608501978,-0.166005595206655,-0.148642659486646,-0.156111291242574,-0.151408821804443,-0.123689692522516,-0.136874072935381,-0.142928006688584,-0.13979561457532,-0.179610027864217,-0.130985592851772,-0.164714737006524,-0.167739501082022,-0.181699824364618,-0.139162578209971,-0.170026768214792,-0.152572727682553,-0.116387755689917,-0.150618206444418,-0.149719818452999,-0.125152782130398,-0.170023523331086,-0.144598537495843,-0.153830123258264,-0.185148417498685,-0.147518725023391,-0.143639941106974,-0.161744268094716,-0.153528807696802,-0.161692572133449,-0.164167194793544,-0.146088226774243,-0.142766330587201,-0.153473883893475,-0.142415422611033,-0.142841716260089,-0.13367209274205,-0.136265089856693,-0.127257233412945,-0.173130995577681,-0.118819778468022,-0.142677205492618,-0.148463361685558,-0.153546545557131,-0.1195664493521,-0.157034317699028,-0.173997569118369,-0.13848548374595,-0.160872745913554,-0.118149138652239,-0.130548177594538,-0.156182977103678,-0.167495071947631,-0.143774289031632,-0.148775782347941,-0.163054178462772
